,pokedex_number,name,german_name,japanese_name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
769,657,Frogadier,Amphizel,ゲコガシラ (Gekogashira),6,Normal,Bubble Frog Pokémon,1,Water,,0.6,10.9,2,Torrent,,Protean,405,54,63,52,83,56,97,45,70,142,Medium Slow,1,Water 1,,87.5,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
770,658,Greninja,Quajutsu,ゲッコウガ (Gekkouga),6,Normal,Ninja Pokémon,2,Water,Dark,1.5,40.0,2,Torrent,,Protean,530,72,95,67,103,71,122,45,70,239,Medium Slow,1,Water 1,,87.5,20,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
771,658,Ash-Greninja,Quajutsu,ゲッコウガ (Gekkouga),6,Normal,Ninja Pokémon,2,Water,Dark,1.5,40.0,1,Battle Bond,,,640,72,145,67,153,71,132,45,70,288,Medium Slow,1,Undiscovered,,100.0,20,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
772,659,Bunnelby,Scoppel,ホルビー (Horubee),6,Normal,Digging Pokémon,1,Normal,,0.4,5.0,3,Pickup,Cheek Pouch,Huge Power,237,38,36,38,32,36,57,255,70,47,Medium Fast,1,Field,,50.0,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
773,660,Diggersby,Grebbit,ホルード (Horudo),6,Normal,Digging Pokémon,2,Normal,Ground,1.0,42.4,3,Pickup,Cheek Pouch,Huge Power,423,85,56,77,50,77,78,127,70,148,Medium Fast,1,Field,,50.0,15,1,1,2,0,2,2,2,0.5,1,1,1,1,0.5,0,1,1,1,1
774,661,Fletchling,Dartiri,ヤヤコマ (Yayakoma),6,Normal,Tiny Robin Pokémon,2,Normal,Flying,0.3,1.7,2,Big Pecks,,Gale Wings,278,45,50,43,40,38,62,255,70,56,Medium Slow,1,Flying,,50.0,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
775,662,Fletchinder,Dartignis,ヒノヤコマ (Hinoyakoma),6,Normal,Ember Pokémon,2,Fire,Flying,0.7,16.0,2,Flame Body,,Gale Wings,382,62,73,55,56,52,84,120,70,134,Medium Slow,1,Flying,,50.0,15,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5
776,663,Talonflame,Fiaro,ファイアロー (Fiarrow),6,Normal,Scorching Pokémon,2,Fire,Flying,1.2,24.5,2,Flame Body,,Gale Wings,499,78,81,71,74,69,126,45,70,175,Medium Slow,1,Flying,,50.0,15,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5
777,664,Scatterbug,Purmel,コフキムシ (Kofukimushi),6,Normal,Scatterdust Pokémon,1,Bug,,0.3,2.5,3,Shield Dust,Compound Eyes,Friend Guard,200,38,35,40,27,25,35,255,70,40,Medium Fast,1,Bug,,50.0,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
778,665,Spewpa,Puponcho,コフーライ (Kofuurai),6,Normal,Scatterdust Pokémon,1,Bug,,0.3,8.4,2,Shed Skin,,Friend Guard,213,45,22,60,27,30,29,120,70,75,Medium Fast,1,Bug,,50.0,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
779,666,Vivillon,Vivillon,ビビヨン (Viviyon),6,Normal,Scale Pokémon,2,Bug,Flying,1.2,17.0,3,Shield Dust,Compound Eyes,Friend Guard,411,80,52,50,90,50,89,45,70,185,Medium Fast,1,Bug,,50.0,15,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
780,667,Litleo,Leufeo,シシコ (Shishiko),6,Normal,Lion Cub Pokémon,2,Fire,Normal,0.6,13.5,3,Rivalry,Unnerve,Moxie,369,62,50,58,73,54,72,220,70,74,Medium Slow,1,Field,,25.0,20,1,0.5,2,1,0.5,0.5,2,1,2,1,1,0.5,2,0,1,1,0.5,0.5
781,668,Pyroar,Pyroleo,カエンジシ (Kaenjishi),6,Normal,Royal Pokémon,2,Fire,Normal,1.5,81.5,3,Rivalry,Unnerve,Moxie,507,86,68,72,109,66,106,65,70,177,Medium Slow,1,Field,,25.0,20,1,0.5,2,1,0.5,0.5,2,1,2,1,1,0.5,2,0,1,1,0.5,0.5
782,669,Flabébé,Flabébé,フラベベ (Flabebe),6,Normal,Single Bloom Pokémon,1,Fairy,,0.1,0.1,2,Flower Veil,,Symbiosis,303,44,38,39,61,79,42,225,70,61,Medium Fast,1,Fairy,,0.0,20,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
783,670,Floette,Floette,フラエッテ (Floette),6,Normal,Single Bloom Pokémon,1,Fairy,,0.2,0.9,2,Flower Veil,,Symbiosis,371,54,45,47,75,98,52,120,70,130,Medium Fast,1,Fairy,,0.0,20,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
784,671,Florges,Florges,フラージェス (Florges),6,Normal,Garden Pokémon,1,Fairy,,1.1,10.0,2,Flower Veil,,Symbiosis,552,78,65,68,112,154,75,45,70,248,Medium Fast,1,Fairy,,0.0,20,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
785,672,Skiddo,Mähikel,メェークル (Meecle),6,Normal,Mount Pokémon,1,Grass,,0.9,31.0,2,Sap Sipper,,Grass Pelt,350,66,65,48,62,57,52,200,70,70,Medium Fast,1,Field,,50.0,20,1,2,0.5,0.5,0,2,1,2,0.5,2,1,2,1,1,1,1,1,1
786,673,Gogoat,Chevrumm,ゴーゴート (Gogoat),6,Normal,Mount Pokémon,1,Grass,,1.7,91.0,2,Sap Sipper,,Grass Pelt,531,123,100,62,97,81,68,45,70,186,Medium Fast,1,Field,,50.0,20,1,2,0.5,0.5,0,2,1,2,0.5,2,1,2,1,1,1,1,1,1
787,674,Pancham,Pam-Pam,ヤンチャム (Yancham),6,Normal,Playful Pokémon,1,Fighting,,0.6,8.0,3,Iron Fist,Mold Breaker,Scrappy,348,67,82,62,46,48,43,220,70,70,Medium Fast,2,Field,Human-Like,50.0,25,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
788,675,Pangoro,Pandagro,ゴロンダ (Goronda),6,Normal,Daunting Pokémon,2,Fighting,Dark,2.1,136.0,3,Iron Fist,Mold Breaker,Scrappy,495,95,124,78,69,71,58,65,70,173,Medium Fast,2,Field,Human-Like,50.0,25,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
789,676,Furfrou,Coiffwaff,トリミアン (Trimmien),6,Normal,Poodle Pokémon,1,Normal,,1.2,28.0,1,Fur Coat,,,472,75,80,60,65,90,102,160,70,165,Medium Fast,1,Field,,50.0,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
790,677,Espurr,Psiau,ニャスパー (Nyasper),6,Normal,Restraint Pokémon,1,Psychic,,0.3,3.5,3,Keen Eye,Infiltrator,Own Tempo,355,62,48,54,63,60,68,190,70,71,Medium Fast,1,Field,,50.0,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
791,678,Meowstic Male,Psiaugon,ニャオニクス (Nyaonix),6,Normal,Constraint Pokémon,1,Psychic,,0.6,8.5,3,Keen Eye,Infiltrator,Prankster,466,74,48,76,83,81,104,75,70,163,Medium Fast,1,Field,,50.0,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
792,678,Meowstic Female,Psiaugon,ニャオニクス (Nyaonix),6,Normal,Constraint Pokémon,1,Psychic,,0.6,8.5,3,Keen Eye,Infiltrator,Competitive,466,74,48,76,83,81,104,75,70,163,Medium Fast,1,Field,,50.0,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
793,679,Honedge,Gramokles,ヒトツキ (Hitotsuki),6,Normal,Sword Pokémon,2,Steel,Ghost,0.8,2.0,1,No Guard,,,325,45,80,100,35,37,28,180,70,65,Medium Fast,1,Mineral,,50.0,20,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
794,680,Doublade,Duokles,ニダンギル (Nidangill),6,Normal,Sword Pokémon,2,Steel,Ghost,0.8,4.5,1,No Guard,,,448,59,110,150,45,49,35,90,70,157,Medium Fast,1,Mineral,,50.0,20,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
795,681,Aegislash Blade Forme,Durengard,ギルガルド (Gillgard),6,Normal,Royal Sword Pokémon,2,Steel,Ghost,1.7,53.0,1,Stance Change,,,520,60,150,50,150,50,60,45,70,234,Medium Fast,1,Mineral,,50.0,20,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
796,681,Aegislash Shield Forme,Durengard,ギルガルド (Gillgard),6,Normal,Royal Sword Pokémon,2,Steel,Ghost,1.7,53.0,1,Stance Change,,,520,60,50,150,50,150,60,45,70,234,Medium Fast,1,Mineral,,50.0,20,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
797,682,Spritzee,Parfi,シュシュプ (Shushupu),6,Normal,Perfume Pokémon,1,Fairy,,0.2,0.5,2,Healer,,Aroma Veil,341,78,52,60,63,65,23,200,70,68,Medium Fast,1,Fairy,,50.0,20,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
798,683,Aromatisse,Parfinesse,フレフワン (Frefuwan),6,Normal,Fragrance Pokémon,1,Fairy,,0.8,15.5,2,Healer,,Aroma Veil,462,101,72,72,99,89,29,140,70,162,Medium Fast,1,Fairy,,50.0,20,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
799,684,Swirlix,Flauschling,ペロッパフ (Peroppafu),6,Normal,Cotton Candy Pokémon,1,Fairy,,0.4,3.5,2,Sweet Veil,,Unburden,341,62,48,66,59,57,49,200,70,68,Medium Fast,1,Fairy,,50.0,20,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
800,685,Slurpuff,Sabbaione,ペロリーム (Peroream),6,Normal,Meringue Pokémon,1,Fairy,,0.8,5.0,2,Sweet Veil,,Unburden,480,82,80,86,85,75,72,140,70,168,Medium Fast,1,Fairy,,50.0,20,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
801,686,Inkay,Iscalar,マーイーカ (Maaiika),6,Normal,Revolving Pokémon,2,Dark,Psychic,0.4,3.5,3,Contrary,Suction Cups,Infiltrator,288,53,54,53,37,46,45,190,70,58,Medium Fast,2,Water 1,Water 2,50.0,20,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2
802,687,Malamar,Calamanero,カラマネロ (Calamanero),6,Normal,Overturning Pokémon,2,Dark,Psychic,1.5,47.0,3,Contrary,Suction Cups,Infiltrator,482,86,92,88,68,75,73,80,70,169,Medium Fast,2,Water 1,Water 2,50.0,20,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2
803,688,Binacle,Bithora,カメテテ (Kametete),6,Normal,Two-Handed Pokémon,2,Rock,Water,0.5,31.0,3,Sniper,Tough Claws,Pickpocket,306,42,52,67,39,56,50,120,70,61,Medium Fast,1,Water 3,,50.0,20,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
804,689,Barbaracle,Thanathora,ガメノデス (Gamenodes),6,Normal,Collective Pokémon,2,Rock,Water,1.3,96.0,3,Sniper,Tough Claws,Pickpocket,500,72,105,115,54,86,68,45,70,175,Medium Fast,1,Water 3,,50.0,20,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
805,690,Skrelp,Algitt,クズモー (Kuzumo),6,Normal,Mock Kelp Pokémon,2,Poison,Water,0.5,7.3,3,Poison Point,Poison Touch,Adaptability,320,50,60,60,60,60,30,225,70,64,Medium Fast,2,Dragon,Water 1,50.0,20,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
806,691,Dragalge,Tandrak,ドラミドロ (Dramidoro),6,Normal,Mock Kelp Pokémon,2,Poison,Dragon,1.8,81.5,3,Poison Point,Poison Touch,Adaptability,494,65,75,90,97,123,44,55,70,173,Medium Fast,2,Dragon,Water 1,50.0,20,1,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1
807,692,Clauncher,Scampisto,ウデッポウ (Udeppou),6,Normal,Water Gun Pokémon,1,Water,,0.5,8.3,1,Mega Launcher,,,330,50,53,62,58,63,44,225,70,66,Slow,2,Water 1,Water 3,50.0,15,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
808,693,Clawitzer,Wummer,ブロスター (Bloster),6,Normal,Howitzer Pokémon,1,Water,,1.3,35.3,1,Mega Launcher,,,500,71,73,88,120,89,59,55,70,100,Slow,2,Water 1,Water 3,50.0,15,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
809,694,Helioptile,Eguana,エリキテル (Erikiteru),6,Normal,Generator Pokémon,2,Electric,Normal,0.5,6.0,3,Dry Skin,Sand Veil,Solar Power,289,44,38,33,61,43,70,190,70,58,Medium Fast,2,Dragon,Monster,50.0,20,1,1.25,0,0.5,1,1,2,1,2,0.5,1,1,1,0,1,1,0.5,1
810,695,Heliolisk,Elezard,エレザード (Elezard),6,Normal,Generator Pokémon,2,Electric,Normal,1.0,21.0,3,Dry Skin,Sand Veil,Solar Power,481,62,55,52,109,94,109,75,70,168,Medium Fast,2,Dragon,Monster,50.0,20,1,1.25,0,0.5,1,1,2,1,2,0.5,1,1,1,0,1,1,0.5,1
811,696,Tyrunt,Balgoras,チゴラス (Chigoras),6,Normal,Royal Heir Pokémon,2,Rock,Dragon,0.8,26.0,2,Strong Jaw,,Sturdy,362,58,89,77,45,45,48,45,70,72,Medium Fast,2,Dragon,Monster,87.5,30,0.5,0.25,1,0.5,1,2,2,0.5,2,0.5,1,1,1,1,2,1,2,2
812,697,Tyrantrum,Monargoras,ガチゴラス (Gachigoras),6,Normal,Despot Pokémon,2,Rock,Dragon,2.5,270.0,2,Strong Jaw,,Rock Head,521,82,121,119,69,59,71,45,70,182,Medium Fast,2,Dragon,Monster,87.5,30,0.5,0.25,1,0.5,1,2,2,0.5,2,0.5,1,1,1,1,2,1,2,2
813,698,Amaura,Amarino,アマルス (Amarus),6,Normal,Tundra Pokémon,2,Rock,Ice,1.3,25.2,2,Refrigerate,,Snow Warning,362,77,59,50,67,63,46,45,70,72,Medium Fast,1,Monster,,87.5,30,0.5,1,2,1,2,0.5,4,0.5,2,0.5,1,1,2,1,1,1,4,1
814,699,Aurorus,Amagarga,アマルルガ (Amaruruga),6,Normal,Tundra Pokémon,2,Rock,Ice,2.7,225.0,2,Refrigerate,,Snow Warning,521,123,77,72,99,92,58,45,70,104,Medium Fast,1,Monster,,87.5,30,0.5,1,2,1,2,0.5,4,0.5,2,0.5,1,1,2,1,1,1,4,1
815,700,Sylveon,Feelinara,ニンフィア (Nymphia),6,Normal,Intertwining Pokémon,1,Fairy,,1.0,23.5,2,Cute Charm,,Pixilate,525,95,65,65,110,130,60,45,70,184,Medium Fast,1,Field,,87.5,35,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
816,701,Hawlucha,Resladero,ルチャブル (Luchabull),6,Normal,Wrestling Pokémon,2,Fighting,Flying,0.8,21.5,3,Limber,Unburden,Mold Breaker,500,78,92,75,74,63,118,100,70,175,Medium Fast,2,Flying,Human-Like,50.0,20,1,1,1,2,0.5,2,0.5,1,0,2,2,0.25,1,1,1,0.5,1,2
817,702,Dedenne,Dedenne,デデンネ (Dedenne),6,Normal,Antenna Pokémon,2,Electric,Fairy,0.2,2.2,3,Cheek Pouch,Pickup,Plus,431,67,58,57,81,67,101,180,70,151,Medium Fast,2,Fairy,Field,50.0,20,1,1,1,0.5,1,1,0.5,2,2,0.5,1,0.5,1,1,0,0.5,1,1
818,703,Carbink,Rocara,メレシー (Melecie),6,Normal,Jewel Pokémon,2,Rock,Fairy,0.3,5.7,2,Clear Body,,Sturdy,500,50,50,150,50,150,50,60,70,100,Slow,2,Fairy,Mineral,,25,0.5,0.5,2,1,2,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1
819,704,Goomy,Viscora,ヌメラ (Numera),6,Normal,Soft Tissue Pokémon,1,Dragon,,0.3,2.8,3,Sap Sipper,Hydration,Gooey,300,45,50,35,55,75,40,45,35,60,Slow,1,Dragon,,50.0,40,1,0.5,0.5,0.5,0,2,1,1,1,1,1,1,1,1,2,1,1,2
820,705,Sliggoo,Viscargot,ヌメイル (Numeil),6,Normal,Soft Tissue Pokémon,1,Dragon,,0.8,17.5,3,Sap Sipper,Hydration,Gooey,452,68,75,53,83,113,60,45,35,158,Slow,1,Dragon,,50.0,40,1,0.5,0.5,0.5,0,2,1,1,1,1,1,1,1,1,2,1,1,2
821,706,Goodra,Viscogon,ヌメルゴン (Numelgon),6,Normal,Dragon Pokémon,1,Dragon,,2.0,150.5,3,Sap Sipper,Hydration,Gooey,600,90,100,70,110,150,80,45,35,270,Slow,1,Dragon,,50.0,40,1,0.5,0.5,0.5,0,2,1,1,1,1,1,1,1,1,2,1,1,2
822,707,Klefki,Clavion,クレッフィ (Cleffy),6,Normal,Key Ring Pokémon,2,Steel,Fairy,0.2,3.0,2,Prankster,,Magician,470,57,80,91,80,87,75,75,70,165,Fast,1,Mineral,,50.0,20,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
823,708,Phantump,Paragoni,ボクレー (Bokurei),6,Normal,Stump Pokémon,2,Ghost,Grass,0.4,7.0,3,Natural Cure,Frisk,Harvest,309,43,70,48,50,60,38,120,70,62,Medium Fast,2,Amorphous,Grass,50.0,20,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
824,709,Trevenant,Trombork,オーロット (Ohrot),6,Normal,Elder Tree Pokémon,2,Ghost,Grass,1.5,71.0,3,Natural Cure,Frisk,Harvest,474,85,110,76,65,82,56,60,70,166,Medium Fast,2,Amorphous,Grass,50.0,20,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
825,710,Pumpkaboo Average Size,Irrbis,バケッチャ (Bakeccha),6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.4,5.0,3,Pickup,Frisk,Insomnia,335,49,66,70,44,55,51,120,70,67,Medium Fast,1,Amorphous,,50.0,20,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
826,710,Pumpkaboo Small Size,Irrbis,バケッチャ (Bakeccha),6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.3,3.5,3,Pickup,Frisk,Insomnia,335,44,66,70,44,55,56,120,70,67,Medium Fast,1,Amorphous,,50.0,20,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
827,710,Pumpkaboo Large Size,Irrbis,バケッチャ (Bakeccha),6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.5,7.5,3,Pickup,Frisk,Insomnia,335,54,66,70,44,55,46,120,70,67,Medium Fast,1,Amorphous,,50.0,20,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
828,710,Pumpkaboo Super Size,Irrbis,バケッチャ (Bakeccha),6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.8,15.0,3,Pickup,Frisk,Insomnia,335,59,66,70,44,55,41,120,70,67,Medium Fast,1,Amorphous,,50.0,20,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
829,711,Gourgeist Average Size,Pumpdjinn,パンプジン (Pumpjin),6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.9,12.5,3,Pickup,Frisk,Insomnia,494,65,90,122,58,75,84,60,70,173,Medium Fast,1,Amorphous,,50.0,20,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
830,711,Gourgeist Small Size,Pumpdjinn,パンプジン (Pumpjin),6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.7,9.5,3,Pickup,Frisk,Insomnia,494,55,85,122,58,75,99,60,70,173,Medium Fast,1,Amorphous,,50.0,20,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
831,711,Gourgeist Large Size,Pumpdjinn,パンプジン (Pumpjin),6,Normal,Pumpkin Pokémon,2,Ghost,Grass,1.1,14.0,3,Pickup,Frisk,Insomnia,494,75,95,122,58,75,69,60,70,173,Medium Fast,1,Amorphous,,50.0,20,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
832,711,Gourgeist Super Size,Pumpdjinn,パンプジン (Pumpjin),6,Normal,Pumpkin Pokémon,2,Ghost,Grass,1.7,39.0,3,Pickup,Frisk,Insomnia,494,85,100,122,58,75,54,60,70,173,Medium Fast,1,Amorphous,,50.0,20,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
833,712,Bergmite,Arktip,カチコール (Kachikohru),6,Normal,Ice Chunk Pokémon,1,Ice,,1.0,99.5,3,Own Tempo,Ice Body,Sturdy,304,55,69,85,32,35,28,190,70,61,Medium Fast,2,Mineral,Monster,50.0,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
834,713,Avalugg,Arktilas,クレベース (Crebase),6,Normal,Iceberg Pokémon,1,Ice,,2.0,505.0,3,Own Tempo,Ice Body,Sturdy,514,95,117,184,44,46,28,55,70,180,Medium Fast,2,Mineral,Monster,50.0,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
835,714,Noibat,eF-eM,オンバット (Onbat),6,Normal,Sound Wave Pokémon,2,Flying,Dragon,0.5,8.0,3,Frisk,Infiltrator,Telepathy,245,40,30,35,45,40,55,190,70,49,Medium Fast,2,Dragon,Flying,50.0,20,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
836,715,Noivern,UHaFnir,オンバーン (Onvern),6,Normal,Sound Wave Pokémon,2,Flying,Dragon,1.5,85.0,3,Frisk,Infiltrator,Telepathy,535,85,70,80,97,80,123,45,70,187,Medium Fast,2,Dragon,Flying,50.0,20,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
837,716,Xerneas,Xerneas,ゼルネアス (Xerneas),6,Legendary,Life Pokémon,1,Fairy,,3.0,215.0,1,Fairy Aura,,,680,126,131,95,131,98,99,45,0,306,Slow,1,Undiscovered,,,120,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
838,717,Yveltal,Yveltal,イベルタル (Yveltal),6,Legendary,Destruction Pokémon,2,Dark,Flying,5.8,203.0,1,Dark Aura,,,680,126,131,95,131,98,99,45,0,306,Slow,1,Undiscovered,,,120,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2
839,718,Zygarde 50% Forme,Zygarde,ジガルデ (Zygarde),6,Legendary,Order Pokémon,2,Dragon,Ground,5.0,305.0,2,Aura Break,Power Construct,,600,108,100,121,81,95,95,3,0,270,Slow,1,Undiscovered,,,120,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
840,718,Zygarde 10% Forme,Zygarde,ジガルデ (Zygarde),6,Legendary,Order Pokémon,2,Dragon,Ground,1.2,33.5,2,Aura Break,Power Construct,,486,54,100,71,61,85,115,3,0,219,Slow,1,Undiscovered,,,120,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
841,718,Zygarde Complete Forme,Zygarde,ジガルデ (Zygarde),6,Legendary,Order Pokémon,2,Dragon,Ground,4.5,610.0,1,Power Construct,,,708,216,100,121,91,95,85,3,0,319,Slow,1,Undiscovered,,,120,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
842,719,Diancie,Diancie,ディアンシー (Diancie),6,Mythical,Jewel Pokémon,2,Rock,Fairy,0.7,8.8,1,Clear Body,,,600,50,100,150,100,150,50,3,70,270,Slow,1,Undiscovered,,,25,0.5,0.5,2,1,2,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1
843,719,Mega Diancie,Diancie,ディアンシー (Diancie),6,Mythical,Jewel Pokémon,2,Rock,Fairy,1.1,27.8,1,Magic Bounce,,,700,50,160,110,160,110,110,3,70,315,Slow,1,Undiscovered,,,25,0.5,0.5,2,1,2,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1
844,720,Hoopa Hoopa Confined,Hoopa,フーパ (Hoopa),6,Mythical,Mischief Pokémon,2,Psychic,Ghost,0.5,9.0,1,Magician,,,600,80,110,60,150,130,70,3,100,270,Slow,1,Undiscovered,,,120,0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,4,1,4,1,1
845,720,Hoopa Hoopa Unbound,Hoopa,フーパ (Hoopa),6,Mythical,Djinn Pokémon,2,Psychic,Dark,6.5,490.0,1,Magician,,,680,80,160,60,170,130,80,3,100,306,Slow,1,Undiscovered,,,120,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2
846,721,Volcanion,Volcanion,ボルケニオン (Volcanion),6,Mythical,Steam Pokémon,2,Fire,Water,1.7,195.0,1,Water Absorb,,,600,80,110,120,130,90,70,3,100,270,Slow,1,Undiscovered,,,120,1,0.25,0,2,1,0.25,1,1,2,1,1,0.5,2,1,1,1,0.25,0.5
847,722,Rowlet,Bauz,モクロー (Mokuroh),7,Normal,Grass Quill Pokémon,2,Grass,Flying,0.3,1.5,2,Overgrow,,Long Reach,320,68,55,55,50,50,42,45,70,64,Medium Slow,1,Flying,,87.5,15,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
848,723,Dartrix,Arboretoss,フクスロー (Fukuthrow),7,Normal,Blade Quill Pokémon,2,Grass,Flying,0.7,16.0,2,Overgrow,,Long Reach,420,78,75,75,70,70,52,45,70,147,Medium Slow,1,Flying,,87.5,15,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
849,724,Decidueye,Silvarro,ジュナイパー (Junaiper),7,Normal,Arrow Quill Pokémon,2,Grass,Ghost,1.6,36.6,2,Overgrow,,Long Reach,530,78,107,75,100,100,70,45,70,239,Medium Slow,1,Flying,,87.5,15,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
850,725,Litten,Flamiau,ニャビー (Nyabby),7,Normal,Fire Cat Pokémon,1,Fire,,0.4,4.3,2,Blaze,,Intimidate,320,45,65,40,60,40,70,45,70,64,Medium Slow,1,Field,,87.5,15,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
